unique_id;full_address;sale_status;amount;zestimate;beds;baths;footage;type;year_built;heating;cooling;parking;mls;url;id;event_date;event;price;price_change;agents;rental;listing_removed
5918-Pershing-Avenue-Saint-Louis;5918 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;245,037;3;2.5;1,872;Single Family;1916;Other;Central;None;None;https://www.zillow.com/homedetails/5918-Pershing-Ave-Saint-Louis-MO-63112/3005855_zpid/;;;;;;;;
5920-Pershing-Avenue-Saint-Louis;5920 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;243,735;--;1.5;2,028;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5920-Pershing-Ave-Saint-Louis-MO-63112/3005854_zpid/;1;07/15/97;Sold: Foreclosed to lender;68,352;0%;;False;False
5924-Pershing-Avenue-Saint-Louis;5924 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;266,853;3;2.5;1,926;Single Family;1912;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5924-Pershing-Ave-Saint-Louis-MO-63112/3005853_zpid/;1;05/01/17;Listing removed;2,300;0%;;True;False
5924-Pershing-Avenue-Saint-Louis;5924 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;266,853;3;2.5;1,926;Single Family;1912;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5924-Pershing-Ave-Saint-Louis-MO-63112/3005853_zpid/;2;04/04/17;Listed for rent;2,300;0%;;True;False
5924-Pershing-Avenue-Saint-Louis;5924 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;266,853;3;2.5;1,926;Single Family;1912;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5924-Pershing-Ave-Saint-Louis-MO-63112/3005853_zpid/;3;01/09/12;Sold: Foreclosed to lender;91,531;+144%;;False;False
5924-Pershing-Avenue-Saint-Louis;5924 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;266,853;3;2.5;1,926;Single Family;1912;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5924-Pershing-Ave-Saint-Louis-MO-63112/3005853_zpid/;4;01/05/12;Price change;37,500;-62.5%;;False;False
5924-Pershing-Avenue-Saint-Louis;5924 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;266,853;3;2.5;1,926;Single Family;1912;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5924-Pershing-Ave-Saint-Louis-MO-63112/3005853_zpid/;5;01/01/12;Price change;--;0%;;False;False
5924-Pershing-Avenue-Saint-Louis;5924 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;266,853;3;2.5;1,926;Single Family;1912;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5924-Pershing-Ave-Saint-Louis-MO-63112/3005853_zpid/;6;08/10/11;Price change;100,000;-33.3%;;False;False
5924-Pershing-Avenue-Saint-Louis;5924 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;266,853;3;2.5;1,926;Single Family;1912;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5924-Pershing-Ave-Saint-Louis-MO-63112/3005853_zpid/;7;06/18/11;Listed for sale;150,000;-25%;;False;False
5924-Pershing-Avenue-Saint-Louis;5924 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;266,853;3;2.5;1,926;Single Family;1912;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5924-Pershing-Ave-Saint-Louis-MO-63112/3005853_zpid/;8;09/30/10;Listing removed;199,900;0%;;False;False
5924-Pershing-Avenue-Saint-Louis;5924 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;266,853;3;2.5;1,926;Single Family;1912;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5924-Pershing-Ave-Saint-Louis-MO-63112/3005853_zpid/;9;02/13/10;Price change;199,900;-4.8%;;False;False
5924-Pershing-Avenue-Saint-Louis;5924 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;266,853;3;2.5;1,926;Single Family;1912;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5924-Pershing-Ave-Saint-Louis-MO-63112/3005853_zpid/;10;10/18/09;Listed for sale;209,900;-1.1%;;False;False
5924-Pershing-Avenue-Saint-Louis;5924 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;266,853;3;2.5;1,926;Single Family;1912;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5924-Pershing-Ave-Saint-Louis-MO-63112/3005853_zpid/;11;06/29/07;Sold: Foreclosed to lender;212,128;0%;;False;False
5928-Pershing-Avenue-Saint-Louis;5928 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;243,234;3;2.5;1,768;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5928-Pershing-Ave-Saint-Louis-MO-63112/3005852_zpid/;1;02/01/16;Listing removed;1,600;0%;;True;False
5928-Pershing-Avenue-Saint-Louis;5928 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;243,234;3;2.5;1,768;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5928-Pershing-Ave-Saint-Louis-MO-63112/3005852_zpid/;2;01/25/16;Listed for rent;1,600;0%;;True;False
5928-Pershing-Avenue-Saint-Louis;5928 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;243,234;3;2.5;1,768;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5928-Pershing-Ave-Saint-Louis-MO-63112/3005852_zpid/;3;01/29/13;Listing removed;1,600;0%;;True;False
5928-Pershing-Avenue-Saint-Louis;5928 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;243,234;3;2.5;1,768;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5928-Pershing-Ave-Saint-Louis-MO-63112/3005852_zpid/;4;11/08/12;Listed for rent;1,600;0%;;True;False
5928-Pershing-Avenue-Saint-Louis;5928 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;243,234;3;2.5;1,768;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5928-Pershing-Ave-Saint-Louis-MO-63112/3005852_zpid/;5;05/15/12;Sold;48,001;0%;;False;False
5930-Pershing-Avenue-Saint-Louis;5930 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;198,307;4;1;1,802;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5930-Pershing-Ave-Saint-Louis-MO-63112/3005851_zpid/;1;05/24/13;Sold;93,000;+7.0%;Timothy Estepp;False;False
5930-Pershing-Avenue-Saint-Louis;5930 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;198,307;4;1;1,802;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5930-Pershing-Ave-Saint-Louis-MO-63112/3005851_zpid/;2;05/04/13;Listing removed;86,900;0%;;False;False
5930-Pershing-Avenue-Saint-Louis;5930 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;198,307;4;1;1,802;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5930-Pershing-Ave-Saint-Louis-MO-63112/3005851_zpid/;3;04/19/13;Listed for sale;86,900;-31.0%;;False;False
5930-Pershing-Avenue-Saint-Louis;5930 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;198,307;4;1;1,802;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5930-Pershing-Ave-Saint-Louis-MO-63112/3005851_zpid/;4;10/23/09;Listing removed;126,000;0%;;False;False
5930-Pershing-Avenue-Saint-Louis;5930 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;198,307;4;1;1,802;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5930-Pershing-Ave-Saint-Louis-MO-63112/3005851_zpid/;5;10/04/09;Price change;126,000;0%;;False;False
5930-Pershing-Avenue-Saint-Louis;5930 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;198,307;4;1;1,802;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5930-Pershing-Ave-Saint-Louis-MO-63112/3005851_zpid/;6;10/03/09;Price change;--;0%;;False;False
5930-Pershing-Avenue-Saint-Louis;5930 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;198,307;4;1;1,802;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5930-Pershing-Ave-Saint-Louis-MO-63112/3005851_zpid/;7;09/13/09;Price change;126,000;-2.9%;;False;False
5930-Pershing-Avenue-Saint-Louis;5930 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;198,307;4;1;1,802;Single Family;1914;Other;Central;None;None;https://www.zillow.com/homedetails/5930-Pershing-Ave-Saint-Louis-MO-63112/3005851_zpid/;8;07/23/09;Listed for sale;129,750;0%;;False;False
5932-Pershing-Avenue-Saint-Louis;5932 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;282,865;4;2.5;1,924;Single Family;1911;Forced air;Central;None;None;https://www.zillow.com/homedetails/5932-Pershing-Ave-Saint-Louis-MO-63112/3005850_zpid/;1;11/11/14;Listing removed;259,900;0%;;False;True
5932-Pershing-Avenue-Saint-Louis;5932 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;282,865;4;2.5;1,924;Single Family;1911;Forced air;Central;None;None;https://www.zillow.com/homedetails/5932-Pershing-Ave-Saint-Louis-MO-63112/3005850_zpid/;2;11/09/14;Listed for sale;259,900;0%;;False;False
5936-Pershing-Avenue-Saint-Louis;5936 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;246,724;4;2;1,872;Single Family;1932;Other;Refrigeration;None;None;https://www.zillow.com/homedetails/5936-Pershing-Ave-Saint-Louis-MO-63112/3005849_zpid/;1;09/17/10;Listing removed;119,900;-7.1%;;False;True
5936-Pershing-Avenue-Saint-Louis;5936 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;246,724;4;2;1,872;Single Family;1932;Other;Refrigeration;None;None;https://www.zillow.com/homedetails/5936-Pershing-Ave-Saint-Louis-MO-63112/3005849_zpid/;2;06/18/10;Price change;129,000;+6.9%;;False;False
5936-Pershing-Avenue-Saint-Louis;5936 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;246,724;4;2;1,872;Single Family;1932;Other;Refrigeration;None;None;https://www.zillow.com/homedetails/5936-Pershing-Ave-Saint-Louis-MO-63112/3005849_zpid/;3;01/25/10;Sold: Foreclosed to lender;120,720;-47.3%;;False;False
5936-Pershing-Avenue-Saint-Louis;5936 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;246,724;4;2;1,872;Single Family;1932;Other;Refrigeration;None;None;https://www.zillow.com/homedetails/5936-Pershing-Ave-Saint-Louis-MO-63112/3005849_zpid/;4;06/12/08;Listing removed;229,000;0%;;False;False
5936-Pershing-Avenue-Saint-Louis;5936 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;246,724;4;2;1,872;Single Family;1932;Other;Refrigeration;None;None;https://www.zillow.com/homedetails/5936-Pershing-Ave-Saint-Louis-MO-63112/3005849_zpid/;5;01/12/08;Listed for sale;229,000;0%;;False;False
5938-Pershing-Avenue-Saint-Louis;5938 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;244,047;4;1.5;1,872;Single Family;1913;Forced air;Central;None;None;https://www.zillow.com/homedetails/5938-Pershing-Ave-Saint-Louis-MO-63112/3005848_zpid/;1;05/12/11;Listed for sale;--;0%;;False;False
5938-Pershing-Avenue-Saint-Louis;5938 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;244,047;4;1.5;1,872;Single Family;1913;Forced air;Central;None;None;https://www.zillow.com/homedetails/5938-Pershing-Ave-Saint-Louis-MO-63112/3005848_zpid/;2;09/10/10;Listing removed;195,000;0%;;False;False
5938-Pershing-Avenue-Saint-Louis;5938 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;244,047;4;1.5;1,872;Single Family;1913;Forced air;Central;None;None;https://www.zillow.com/homedetails/5938-Pershing-Ave-Saint-Louis-MO-63112/3005848_zpid/;3;08/25/10;Listed for sale;195,000;0%;;False;False
5940-Pershing-Avenue-Saint-Louis;5940 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;209,522;--;1;1,962;Single Family;1915;Other;Wall;None;None;https://www.zillow.com/homedetails/5940-Pershing-Ave-Saint-Louis-MO-63112/3005847_zpid/;;;;;;;;
-Saint-Louis;5944 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;None  ;3;2.5;1,768;Single Family;None;Forced air;Central;None;None;https://www.zillow.com/homedetails/5944-Pershing-Ave-Saint-Louis-MO-63112/69816365_zpid/;1;05/05/05;Sold;--;0%;;False;False
-Saint-Louis;5944 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;None  ;3;2.5;1,768;Single Family;None;Forced air;Central;None;None;https://www.zillow.com/homedetails/5944-Pershing-Ave-Saint-Louis-MO-63112/69816365_zpid/;2;10/16/02;Sold: Foreclosed to lender;81,375;0%;;False;False
5948-Pershing-Avenue-Saint-Louis;5948 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;212,108;--;1;1,872;Single Family;1911;Other;Central;None;None;https://www.zillow.com/homedetails/5948-Pershing-Ave-Saint-Louis-MO-63112/3005845_zpid/;;;;;;;;
5952-Pershing-Avenue-Saint-Louis;5952 Pershing Ave, Saint Louis, MO 63112;FOR RENT;0;None;4;2;1,312;Single Family;None;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5952-Pershing-Ave-Saint-Louis-MO-63112/3005843_zpid/;1;10/28/17;Listed for rent;2,500;0%;;True;False
5956-Pershing-Avenue-Saint-Louis;5956 Pershing Ave, Saint Louis, MO 63112;FOR RENT;0;None;4;2;1,312;Single Family;None;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5956-Pershing-Ave-Saint-Louis-MO-63112/3005842_zpid/;1;10/28/17;Listed for rent;2,500;0%;;True;False
5956-Pershing-Avenue-Saint-Louis;5956 Pershing Ave, Saint Louis, MO 63112;FOR RENT;0;None;4;2;1,312;Single Family;None;Forced air;Central, Other;Off street, On street;None;https://www.zillow.com/homedetails/5956-Pershing-Ave-Saint-Louis-MO-63112/3005842_zpid/;2;04/21/06;Sold: Foreclosed to lender;138,829;0%;;False;False
6002-Pershing-Avenue-Saint-Louis;6002 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;None  ;--;--;5,072;Single Family;1912;Other;Central;None;None;https://www.zillow.com/homedetails/6002-Pershing-Ave-Saint-Louis-MO-63112/87746180_zpid/;;;;;;;;
6014-Pershing-Avenue-Saint-Louis;6014 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;368,426;--;4.5;2,464;Multiple Occupancy;1925;Other;Central;None;None;https://www.zillow.com/homedetails/6014-Pershing-Ave-Saint-Louis-MO-63112/3003925_zpid/;;;;;;;;
6022-Pershing-Avenue-Saint-Louis;6022 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;297,170;--;2;2,785;Multiple Occupancy;1912;Other;Wall;None;None;https://www.zillow.com/homedetails/6022-Pershing-Ave-Saint-Louis-MO-63112/3003923_zpid/;;;;;;;;
6026-Pershing-Avenue-Saint-Louis;6026 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;299,493;--;2;2,910;Multiple Occupancy;1915;Other;Central;None;None;https://www.zillow.com/homedetails/6026-Pershing-Ave-Saint-Louis-MO-63112/3003922_zpid/;;;;;;;;
6036-Pershing-Avenue-Saint-Louis;6036 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;232,369;--;1;1,820;Single Family;1910;Other;Wall;None;None;https://www.zillow.com/homedetails/6036-Pershing-Ave-Saint-Louis-MO-63112/3003921_zpid/;;;;;;;;
6038-Pershing-Avenue-Saint-Louis;6038 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;375,650;--;4;3,012;Multiple Occupancy;1911;Other;None;None;None;https://www.zillow.com/homedetails/6038-Pershing-Ave-Saint-Louis-MO-63112/3003920_zpid/;1;11/05/12;Sold;--;0%;;False;False
6042-Pershing-Avenue-Saint-Louis;6042 Pershing Ave, Saint Louis, MO 63112;SOLD; 300,000;376,670;--;4;2,972;Multiple Occupancy;1914;Other;Central;None;None;https://www.zillow.com/homedetails/6042-Pershing-Ave-Saint-Louis-MO-63112/3003919_zpid/;1;04/01/16;Sold;300,000;0%;;False;False
6044-Pershing-Avenue-Saint-Louis;6044 Pershing Ave, Saint Louis, MO 63112;FOR RENT;0;None;3;1;2,944;Apartment;None;None;None;On street;None;https://www.zillow.com/homedetails/6044-Pershing-Ave-Saint-Louis-MO-63112/3003918_zpid/;1;10/24/17;Listed for rent;1,995;0%;;True;False
6044-Pershing-Avenue-Saint-Louis;6044 Pershing Ave, Saint Louis, MO 63112;FOR RENT;0;None;3;1;2,944;Apartment;None;None;None;On street;None;https://www.zillow.com/homedetails/6044-Pershing-Ave-Saint-Louis-MO-63112/3003918_zpid/;2;10/17/17;Sold;190,000;0%;;False;False
6048-Pershing-Avenue-Saint-Louis;6048 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;307,021;--;2;2,944;Multiple Occupancy;1911;Other;Central;None;None;https://www.zillow.com/homedetails/6048-Pershing-Ave-Saint-Louis-MO-63112/3003917_zpid/;;;;;;;;
5801-Pershing-Avenue-Saint-Louis;5801 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;248,979;--;2;2,166;Single Family;1912;Other;Wall;None;None;https://www.zillow.com/homedetails/5801-Pershing-Ave-Saint-Louis-MO-63112/3005912_zpid/;1;02/21/95;Sold;45,000;0%;;False;False
5805-Pershing-Avenue-Saint-Louis;5805 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;193,697;--;1;1,650;Single Family;1913;Other;Wall;None;None;https://www.zillow.com/homedetails/5805-Pershing-Ave-Saint-Louis-MO-63112/3005913_zpid/;;;;;;;;
5809-Pershing-Avenue-Saint-Louis;5809 Pershing Ave, Saint Louis, MO 63112;OFF MARKET;0;214,470;--;1;1,990;Single Family;1912;Other;Wall;None;None;https://www.zillow.com/homedetails/5809-Pershing-Ave-Saint-Louis-MO-63112/3005914_zpid/;;;;;;;;
5811-Pershing-Avenue-Saint-Louis;5811 Pershing Ave, Saint Louis, MO 63112;SOLD; 112,500;243,602;4;1.5;1,990;Single Family;1911;Other;None;None;None;https://www.zillow.com/homedetails/5811-Pershing-Ave-Saint-Louis-MO-63112/3005915_zpid/;1;01/12/16;Sold;112,500;-2.1%;;False;False
